DR_NO,Date_Rptd,DATE_OCC,TIME_OCC,AREA,AREA_NAME,Rpt_Dist_No,Part_1_2,Crm_Cd,Crm_Cd_Desc,Mocodes,Vict_Age,Vict_Sex,Vict_Descent,Premis_Cd,Premis_Desc,Weapon_Used_Cd,Weapon_Desc,Status,Status_Desc,Crm_Cd_1,Crm_Cd_2,Crm_Cd_3,Crm_Cd_4,LOCATION,Cross_Street,LAT,LON
100206845,02/21/2010 12:00:00 AM,02/21/2010 12:00:00 AM,2145,02,Rampart,0247,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 2000,19,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 S  BURLINGTON                   AV,,34.0605,-118.2694
100206848,02/21/2010 12:00:00 AM,02/21/2010 12:00:00 AM,2030,02,Rampart,0247,1,220,ATTEMPTED ROBBERY,0416 0420 0432 0913 1019,20,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,6TH                          ST,BURLINGTON                   AV,34.0579,-118.2711
100206849,02/22/2010 12:00:00 AM,02/22/2010 12:00:00 AM,0010,02,Rampart,0266,1,210,ROBBERY,0337 0344 0355 0420 0432 1206,40,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,8TH                          ST,BONNIE BRAE,34.0539,-118.2756
100206851,02/21/2010 12:00:00 AM,02/21/2010 12:00:00 AM,2200,02,Rampart,0248,1,761,BRANDISH WEAPON,0326 0334 0906 1822,21,M,B,101,STREET,101,REVOLVER,IC,Invest Cont,761,,,,6TH,WITMER,34.0555,-118.2656
100206852,02/22/2010 12:00:00 AM,02/21/2010 12:00:00 AM,2100,02,Rampart,0221,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4100    OAKWOOD                      AV,,34.0777,-118.2958
100206854,02/21/2010 12:00:00 AM,02/21/2010 12:00:00 AM,0130,02,Rampart,0205,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,3200 W  SUNSET                       BL,,34.0854,-118.2748
100206858,02/22/2010 12:00:00 AM,02/20/2010 12:00:00 AM,1900,02,Rampart,0205,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,46,M,W,222,LAUNDROMAT,,,IC,Invest Cont,440,,,,600    MICHELTORENA                 ST,,34.0792,-118.2811
100206863,02/22/2010 12:00:00 AM,02/21/2010 12:00:00 AM,2200,02,Rampart,0237,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500    MIRAMAR                      ST,,34.0602,-118.2628
100206865,02/22/2010 12:00:00 AM,02/19/2010 12:00:00 AM,1000,02,Rampart,0245,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,62,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,500    GRAND VIEW                   ST,,34.0617,-118.2761
100206866,02/22/2010 12:00:00 AM,02/22/2010 12:00:00 AM,1115,02,Rampart,0204,1,310,BURGLARY,0314 1607,32,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900    MANZANITA                    ST,,34.0884,-118.2842
100206867,02/22/2010 12:00:00 AM,02/22/2010 12:00:00 AM,0830,02,Rampart,0249,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,61,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1100    WILSHIRE                     BL,,34.0524,-118.2633
100206868,02/22/2010 12:00:00 AM,02/21/2010 12:00:00 AM,2315,02,Rampart,0249,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 0429 1810,49,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  BIXEL                        ST,,34.0541,-118.2621
100206869,02/22/2010 12:00:00 AM,02/21/2010 12:00:00 AM,1700,02,Rampart,0238,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,22,F,H,101,STREET,,,IC,Invest Cont,420,,,,300    PATTON                       ST,,34.0652,-118.2592
100206870,02/22/2010 12:00:00 AM,02/16/2010 12:00:00 AM,2000,02,Rampart,0215,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,35,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,RAMPART                      BL,LONDON                       ST,34.0746,-118.2736
100206871,02/22/2010 12:00:00 AM,02/17/2010 12:00:00 AM,1200,02,Rampart,0233,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 1202 1605,84,F,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,341,,,,100 N  BENTON                       WY,,34.0699,-118.2777
100206873,02/22/2010 12:00:00 AM,02/22/2010 12:00:00 AM,1225,02,Rampart,0281,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,56,M,H,402,MARKET,,,IC,Invest Cont,442,,,,2000 W  PICO                         BL,,34.0467,-118.2814
100206878,02/22/2010 12:00:00 AM,02/22/2010 12:00:00 AM,1600,02,Rampart,0203,1,210,ROBBERY,0334 0337 0342 0344 0354 0355 0411 0416 0432 1251,16,M,H,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,210,,,,VERMONT                      AV,MELROSE                      AV,34.0836,-118.2917
100206883,02/22/2010 12:00:00 AM,02/21/2010 12:00:00 AM,2230,02,Rampart,0233,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0519 0500 0913 1415 1823 2002,25,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,821,998,,,200 S  LA FAYETTE PARK              PL,,34.0692,-118.2792
100206884,02/22/2010 12:00:00 AM,02/22/2010 12:00:00 AM,1545,02,Rampart,0271,1,210,ROBBERY,0305 0312 0334 0342 0344 0345 0355 0432 1017 1251,13,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,OLYMPIC                      BL,ALVARADO,34.052,-118.2804
100206885,02/23/2010 12:00:00 AM,02/22/2010 12:00:00 AM,1530,02,Rampart,0241,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 S  OCCIDENTAL                   BL,,34.0677,-118.2821
100206891,02/22/2010 12:00:00 AM,02/22/2010 12:00:00 AM,1000,02,Rampart,0212,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 0913 1261 1415 1913,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,810,998,,,500 N  MADISON                      AV,,34.0798,-118.2892
100206909,02/23/2010 12:00:00 AM,02/22/2010 12:00:00 AM,1030,02,Rampart,0249,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1607,49,F,H,101,STREET,,,IC,Invest Cont,420,,,,300 S  BEAUDRY                      AV,,34.0565,-118.2566
100206912,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,0730,02,Rampart,0202,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0408 0432 1243 1241 2000,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,4200    LOCKWOOD                     AV,,34.0887,-118.2845
100207184,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,1600,02,Rampart,0249,2,354,THEFT OF IDENTITY,0377,30,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,600    SAINT PAUL                   AV,,34.0535,-118.2609
100206913,02/23/2010 12:00:00 AM,02/22/2010 12:00:00 AM,0615,02,Rampart,0279,1,210,ROBBERY,0302 0312 0334 0330 0342 0371 0906 0916 1216,29,M,O,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,10TH                         ST,BLAINE                       ST,34.0481,-118.2712
100206919,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,0944,02,Rampart,0257,2,624,BATTERY - SIMPLE ASSAULT,0371 0416 0906 1251 1259,13,M,H,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  UNION                        AV,,34.057,-118.2691
100206923,02/23/2010 12:00:00 AM,02/22/2010 12:00:00 AM,1830,02,Rampart,0236,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,200 N  BONNIE BRAE                  ST,,34.067,-118.2671
100304020,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,0130,03,Southwest,0378,1,330,BURGLARY FROM VEHICLE,0344,18,M,H,101,STREET,,,AA,Adult Arrest,330,998,,,EXPOSITION,MENLO,34.0182,-118.2901
100206925,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1300,02,Rampart,0235,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0906 1100 1310 1407,28,M,O,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,230,998,,,COURT                        ST,ROSELAKE                     AV,34.0701,-118.2706
100206926,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1210,02,Rampart,0275,1,350,"THEFT, PERSON",0319 0337 0344 2004,39,F,W,102,SIDEWALK,,,AO,Adult Other,350,,,,BONNIE BRAE                  ST,OLYMPIC                      BL,34.0507,-118.2776
100206927,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1215,02,Rampart,0275,2,624,BATTERY - SIMPLE ASSAULT,0416 0917 2004,31,M,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,2000 W  OLYMPIC                      BL,,34.0512,-118.2787
100206930,02/23/2010 12:00:00 AM,02/01/2010 12:00:00 AM,0001,02,Rampart,0245,2,354,THEFT OF IDENTITY,0922 1822,38,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2400    WILSHIRE                     BL,,34.0597,-118.2795
100206931,02/23/2010 12:00:00 AM,02/22/2010 12:00:00 AM,1700,02,Rampart,0233,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,56,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,100 N  CORONADO                     ST,,34.0691,-118.2759
100206932,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1100,02,Rampart,0275,2,624,BATTERY - SIMPLE ASSAULT,0444 2000,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,900 S  BONNIE BRAE                  ST,,34.0524,-118.2765
100206934,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1415,02,Rampart,0221,2,624,BATTERY - SIMPLE ASSAULT,0416 0419 0906 0913 1251 1259,14,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,BEVERLY                      BL,HELIOTROPE                   DR,34.0763,-118.2956
100206935,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1420,02,Rampart,0256,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,64,F,K,402,MARKET,,,IC,Invest Cont,440,,,,1700 W  6TH                          ST,,34.0573,-118.2699
100206936,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1200,02,Rampart,0289,1,761,BRANDISH WEAPON,0334 0342 0371 0906 1309,50,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761,,,,12TH                         PL,UNION                        AV,34.0455,-118.2765
100206937,02/23/2010 12:00:00 AM,02/19/2010 12:00:00 AM,2105,02,Rampart,0235,1,210,ROBBERY,0326 0342 0344 0429 1309 1313,56,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,BEVERLY                      BL,PARK VIEW                    ST,34.0681,-118.2735
100206939,02/23/2010 12:00:00 AM,02/20/2010 12:00:00 AM,0001,02,Rampart,0238,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,28,M,H,101,STREET,,,IC,Invest Cont,330,,,,EDGEWARE                     RD,ANGELINA                     ST,34.0648,-118.2558
100206940,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,2200,02,Rampart,0271,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0334 0421 0432,47,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212,BOTTLE,AA,Adult Arrest,930,,,,900 S  LAKE                         ST,,34.0539,-118.2799
100206944,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,2015,02,Rampart,0219,2,624,BATTERY - SIMPLE ASSAULT,0416 1237,45,M,B,403,DRUG STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1000 W  SUNSET                       BL,,34.0641,-118.248
100206948,02/22/2010 12:00:00 AM,02/20/2010 12:00:00 AM,0030,02,Rampart,0251,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,0,M,O,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,745,,,,600 S  LAFAYETTE PARK               PL,,34.0629,-118.2823
100206951,02/24/2010 12:00:00 AM,02/23/2010 12:00:00 AM,2300,02,Rampart,0204,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0319 0334 0432 1210 1206,28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AO,Adult Other,230,,,,3600    MARATHON                     ST,,34.0835,-118.282
100206952,02/23/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1215,02,Rampart,0245,1,320,"BURGLARY, ATTEMPTED",0327 1251 1607,19,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320,,,,400 S  LAKE                         ST,,34.0621,-118.2747
100206955,02/24/2010 12:00:00 AM,02/23/2010 12:00:00 AM,2230,02,Rampart,0204,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3400    PLATA                        ST,,34.0777,-118.2821
100206956,02/24/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1820,02,Rampart,0204,1,330,BURGLARY FROM VEHICLE,0344 0358 1607,25,F,O,104,DRIVEWAY,,,IC,Invest Cont,330,,,,3400    LARISSA                      DR,,34.0866,-118.2764
100206957,02/24/2010 12:00:00 AM,02/23/2010 12:00:00 AM,2100,02,Rampart,0247,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,35,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,400 S  BURLINGTON                   AV,,34.0605,-118.2694
100206959,02/24/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1830,02,Rampart,0211,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,47,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,500 N  ALEXANDRIA                   AV,,34.079,-118.298
100206963,02/24/2010 12:00:00 AM,02/19/2010 12:00:00 AM,0300,02,Rampart,0271,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 S  PARK VIEW                    ST,,34.0548,-118.282
100206964,02/24/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1000,02,Rampart,0221,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,104,DRIVEWAY,,,IC,Invest Cont,420,,,,400 N  NEW HAMPSHIRE                AV,,34.0777,-118.2932
100206965,02/24/2010 12:00:00 AM,02/13/2010 12:00:00 AM,1200,02,Rampart,0221,2,354,THEFT OF IDENTITY,0100 0929,52,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 N  BERENDO                      ST,,34.0763,-118.2944
100206966,02/24/2010 12:00:00 AM,02/24/2010 12:00:00 AM,1030,02,Rampart,0245,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5TH                          ST,PARK VIEW                    ST,34.064,-118.2791
100221330,11/23/2010 12:00:00 AM,11/22/2010 12:00:00 AM,2200,02,Rampart,0235,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 N  LAKE                         ST,,34.0684,-118.2705
100206967,02/24/2010 12:00:00 AM,02/12/2010 12:00:00 AM,1500,02,Rampart,0249,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0917,43,F,W,721,HIGH SCHOOL,,,IC,Invest Cont,440,,,,300    LUCAS                        AV,,34.0583,-118.2616
100206968,02/24/2010 12:00:00 AM,02/23/2010 12:00:00 AM,2300,02,Rampart,0275,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 0917,21,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1900 W  OLYMPIC                      BL,,34.0507,-118.2776
100206969,02/24/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1900,02,Rampart,0261,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,24,F,H,101,STREET,,,IC,Invest Cont,420,,,,8TH                          ST,PARK VIEW                    ST,34.0563,-118.2809
100206970,02/24/2010 12:00:00 AM,02/04/2010 12:00:00 AM,0900,02,Rampart,0204,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923,39,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,3800 W  SUNSET                       BL,,34.091,-118.2788
100206971,02/24/2010 12:00:00 AM,02/19/2010 12:00:00 AM,0300,02,Rampart,0271,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2000,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,900 S  PARK VIEW                    ST,,34.0548,-118.282
100206972,02/24/2010 12:00:00 AM,02/24/2010 12:00:00 AM,1200,02,Rampart,0251,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,52,F,W,729,SPECIALTY SCHOOL/OTHER,,,AO,Adult Other,745,,,,2700    WILSHIRE                     BL,,34.0609,-118.2823
100206976,02/25/2010 12:00:00 AM,01/11/2010 12:00:00 AM,1200,02,Rampart,0256,2,354,THEFT OF IDENTITY,0377 1822,25,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 S  UNION                        AV,,34.057,-118.2691
100206977,10/13/2010 12:00:00 AM,02/24/2010 12:00:00 AM,2330,02,Rampart,0251,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,500 S  RAMPART                      BL,,34.0636,-118.2805
100206978,02/25/2010 12:00:00 AM,02/24/2010 12:00:00 AM,2330,02,Rampart,0251,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,AA,Adult Arrest,510,,,,500 S  RAMPART                      BL,,34.0636,-118.2805
100206983,02/25/2010 12:00:00 AM,02/24/2010 12:00:00 AM,2030,02,Rampart,0271,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0321 0344,57,M,B,505,MOTEL,,,IC,Invest Cont,341,,,,2200 W  OLYMPIC                      BL,,34.0522,-118.281
100206986,02/25/2010 12:00:00 AM,02/24/2010 12:00:00 AM,1115,02,Rampart,0245,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0319 0432 0444 1814 2000,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,600 S  CORONADO                     ST,,34.062,-118.2804
100206990,02/24/2010 12:00:00 AM,02/24/2010 12:00:00 AM,1200,02,Rampart,0205,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0906,0,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,3200    DESCANSO                     DR,,34.0854,-118.2748
100206991,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,0200,02,Rampart,0236,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1607,50,M,H,103,ALLEY,,,IC,Invest Cont,420,,,,300 N  BURLINGTON                   AV,,34.0679,-118.2653
100206999,02/24/2010 12:00:00 AM,02/24/2010 12:00:00 AM,2230,02,Rampart,0247,2,900,VIOLATION OF COURT ORDER,0906,18,M,H,102,SIDEWALK,,,IC,Invest Cont,900,,,,1800 W  5TH                          ST,,34.0588,-118.2706
100207001,02/24/2010 12:00:00 AM,02/24/2010 12:00:00 AM,2300,02,Rampart,0245,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0202 0329 0342 0374 0432 0906 1307 1309 1310 1609,21,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,4TH                          ST,CARONDELET                   ST,34.0642,-118.2766
100207002,02/25/2010 12:00:00 AM,02/24/2010 12:00:00 AM,2215,02,Rampart,0247,2,437,RESISTING ARREST,0906 1212,0,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,437,,,,1800 W  5TH                          ST,,34.0588,-118.2706
100207003,02/25/2010 12:00:00 AM,02/24/2010 12:00:00 AM,1800,02,Rampart,0261,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CARONDELET,8TH                          ST,34.0568,-118.2821
100207004,02/25/2010 12:00:00 AM,02/24/2010 12:00:00 AM,2300,02,Rampart,0235,1,330,BURGLARY FROM VEHICLE,0344 0358 1609,22,M,O,123,PARKING UNDERGROUND/BUILDING,,,AO,Adult Other,330,,,,100    ROSEMONT                     AV,,34.0678,-118.2728
100207005,02/24/2010 12:00:00 AM,02/24/2010 12:00:00 AM,1315,02,Rampart,0237,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 0444 1266 1309,52,M,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1500 W  2ND                          ST,,34.061,-118.2615
100207006,02/25/2010 12:00:00 AM,02/23/2010 12:00:00 AM,1700,02,Rampart,0217,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 N  WESTLAKE                     AV,,34.0719,-118.2652
100207011,02/25/2010 12:00:00 AM,02/24/2010 12:00:00 AM,1400,02,Rampart,0245,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 1259,17,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,627,,,,2500    OCEAN VIEW                   AV,,34.0627,-118.2782
100207013,02/25/2010 12:00:00 AM,02/24/2010 12:00:00 AM,1000,02,Rampart,0247,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800 W  5TH                          ST,,34.0588,-118.2706
100207018,02/25/2010 12:00:00 AM,02/24/2010 12:00:00 AM,1500,02,Rampart,0219,2,946,OTHER MISCELLANEOUS CRIME,1300,50,M,H,101,STREET,,,IC,Invest Cont,946,,,,1200 W  SUNSET                       BL,,34.0682,-118.2502
100207019,02/25/2010 12:00:00 AM,02/04/2010 12:00:00 AM,0800,02,Rampart,0204,2,649,DOCUMENT FORGERY / STOLEN FELONY,0924 1822,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649,,,,3600    MARATHON                     ST,,34.0835,-118.282
100207020,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,0930,02,Rampart,0201,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0917,56,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,800    HELIOTROPE                   DR,,34.0858,-118.295
100207022,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,0755,02,Rampart,0245,1,330,BURGLARY FROM VEHICLE,0344 0358 1606,40,F,H,123,PARKING UNDERGROUND/BUILDING,,,AO,Adult Other,330,,,,400 S  LAKE                         ST,,34.0621,-118.2747
100207026,02/25/2010 12:00:00 AM,02/20/2010 12:00:00 AM,1400,02,Rampart,0218,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0917,46,M,W,118,CONSTRUCTION SITE,,,IC,Invest Cont,341,,,,1100    LEMOYNE                      ST,,34.0757,-118.2605
100207027,02/25/2010 12:00:00 AM,02/18/2010 12:00:00 AM,1200,02,Rampart,0238,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,47,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1300 W  TEMPLE                       ST,,34.0667,-118.2546
100207031,02/25/2010 12:00:00 AM,02/24/2010 12:00:00 AM,2130,02,Rampart,0235,1,330,BURGLARY FROM VEHICLE,0344 1609,40,M,O,101,STREET,,,IC,Invest Cont,330,,,,VALLEY                       ST,ALVARADO                     ST,34.0653,-118.2725
100207037,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,1615,02,Rampart,0248,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0334 0342 0371 0416 0429 0906 1309 1313 1402,16,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,230,998,,,300    COLUMBIA                     AV,,34.0594,-118.2644
100207038,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,2030,02,Rampart,0257,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0419 0429 0432 1813 2000 2002,43,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,500    UNION                        DR,,34.058,-118.2682
100207040,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,1750,02,Rampart,0275,2,647,THROWING OBJECT AT MOVING VEHICLE,0432 1212 1300,34,F,W,101,STREET,306,ROCK/THROWN OBJECT,AO,Adult Other,647,,,,UNION                        AV,12TH,34.0462,-118.276
100207041,02/25/2010 12:00:00 AM,02/25/2010 12:00:00 AM,2000,02,Rampart,0245,1,210,ROBBERY,0302 0319 0334 0344 0355 0400 0432 1251 1259,17,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,210,,,,6TH                          ST,PARK VIEW,34.0609,-118.278
